id,title,authors,venue,year
8046,efficient algorithms for maximum lifetime data gathering and aggregation in wireless sensor networks,"k kalpakis , k dasgupta , p namjoshi","computer networks ,",2003.0
8056,", sk gadi p. hayes and s. jajodia ( e & ) : â ?? a consensus glossary of temporal database conceptsâ ??","cs jensen , j cliftord",a chf sig3fod,
8072,the araneus web-base management system,"g mecca , p atzeni , a masci , p merialdo , g sindoni",,
8076,snowball : extracting relations from large plain-text collections,"e agichtein , l gravano",,
8077,a new deadlock detection algorithms for distributed real-time database sys terns,"c yeung , s hung",,
8098,video anywhere : a system for searching and managing distributed heterogeneous video assets,"a sheth , c bertram , k shah","acm sigmod record ,",1999.0
8110,randomized join order selection-why use transformations,"c galindo-legaria , a pellenkoft , m kersten","the international conference on very large data bases ,",
8111,skyline index for time series data,"q li , ifv lopez , b moon","ieee transactions on knowledge and data engineering ,",2004.0
8112,understanding the semantics of sensor data,m mani,"acm sigmod record ,",2003.0
8129,designing relational database systems,r riordan,,1999.0
8133,proximity search in databases,"g roy , s narayanan , v suresh , g hector","proceedings of the 24th vldb conference ,",
8134,to table or not to table : a hypertabular answer,"g santucci , l tarantino","sigmod record ,",1996.0
8154,effective clustering methods for spatial data mining,"rt ng , jh efficient","& hellip ; . of twentieth international conference on very large data & hellip ; ,",
8159,editorial,"d ralph , s searby","bt technology journal ,",2003.0
8178,describing semistructured data,l cardelli,"sigmod record ,",2001.0
8181,speeding up the similarity search in multimedia database .,"t chen , m nakazato , ts huang",,
8189,subquery rewriting for optimization of sql queries,"b cao , a badia",submitted for,
8206,simple random sampling from relational databases,"fo or861 , d rotem","proc . of vldb , kyoto , japan , aug ,",
8215,scheduling real-time transactions : a performance evaluation,"rk abbott , h garcia-molina","acm transactions on database systems ,",1992.0
8226,", dt solomon , mh tan , ck tsatalos , og white , sj zwilling , mj : shoring up persistent applications","mj carey , dj dewitt , mj franklin","sigmod ( siehe sig94 ] ) , s.",
8237,d. quass improved query performance with variant indexes,po neil,"proceedings of acm sigmod ,",
8255,an access control model supporting periodicity constraints and temporal reasoning,"e bertino , c bettini , e ferrari , p samarati","acm transactions on database systems ,",1998.0
8257,xpathlearner : an on-line self-tuning markov histogram for xml path selectivity estimation,"l lim , m wang , s padmanabhan , js vitter , r parr","vldb ,",2002.0
8276,data management system for grid and portal services,"p grzybowski , c mazurek , m wolski",,
8300,a network-aware mac and routing protocol for effective load balancing in ad hoc wireless networks,"s roy , d saha , s bandyopadhyay , t ueda , s tanaka","proceedings of acm mobihoc ,",2003.0
8304,change management in heterogeneous semistructured databases,"s chawathe , v gossain , x liu , j widom , s abiteboul",,1997.0
8310,an evaluation of generic bulk loading techniques,"j van den bercken , b seeger","proceedings of the 27th international conference on very & hellip ; ,",2001.0
8329,parallel query processing in shared disk database systems,e rahm,"sigmod record ,",1993.0
8334,personalization : the tailor-made web,c metz,"pc magazine ,",
8337,an ontology-based approach to ecatalogue management,"z cui , jw shepherdson , y li","bt technology journal ,",2003.0
8359,polymorphic type inference,d leivant,"proceedings of the 10th acm sigact-sigplan symposium on & hellip ; ,",1983.0
8361,an introduction to quality of service,pj willis,"bt technology journal ,",2005.0
8372,the emergence of distributed component platforms,"d krieger , rm adler","ieee computer ,",1998.0
8375,transaction monitoring in encompass [ tm ] : reliable distributed transaction processing,a borr,"proceedings of vldb ,",1981.0
8378,integrating mining with relational database systems : alternatives and implications,"s sunita , t shiby , a rakesh","proceedings acm sigmod international conference on & hellip ; ,",
8379,a database system for real-time event aggregation in telecommunication,"j baulier , s blott , hf korth , a silberschatz","proceedings of the international conference on very large & hellip ; ,",1998.0
8398,"ubiquitous , self-tuning , scalable servers",p spiro,,
8406,squire : sequential pattern mining with quantities,"c kim , jh lim , r ng , k shim","data engineering , 2004 . proceedings . 20th international",
8410,a transaction logic for database specification,"x qian , r waldinger","proceedings of the 1988 acm sigmod international conference & hellip ; ,",1988.0
8412,parallel algorithms for the execution of relational database operations,"d bitton , h boral , dj dewitt , wk wilkinson","acm transactions on database systems ,",1983.0
8432,a retrieval technique for similarity shapes,hv jagadish,proc . 1991 acmsigmod int . conf . management of,
8434,on processing xml in ldap,"g lausen , pj marron","intl. conference on very large data bases ( vldb ) ,",
8439,a service platform for online games,"d saha , s sahu , a shaikh","proc . of acm netgames ,",
8442,fast computation of sparse datacubes,"ka ross , d srivastava","proceedings of the 23rd international conference on very & hellip ; ,",1997.0
8452,trex : dtd-conforming xml to xml transformations,"a zhou , q wang , z guo , x gong , s zheng , h wu , j",,
8466,efficient structural joins on indexed xml documents,"sy chien , z vagena , d zhang , vj tsotras , c zaniolo","vldb ,",2002.0
8468,data mining using two-dimensional optimized association rules : scheme,"t fukuda , y morimoto , s morishita , t tokuyama","algorithms , and visualization , acm ,",
8479,xmas : an extensible main-memory storage system,"sk cha , jh park , bd park","proceedings of the sixth international conference on & hellip ; ,",1997.0
8482,semantic heterogeneity in distributed geographic databases,"mf worboys , sm deen","sigmod record ,",1991.0
8509,integration of heterogeneous databases,jma dãaz,,
8511,efficient algorithms for processing xpath queries,"a halverson , j burger , l galanis , a kini , r",,2003.0
8516,theory of probabilistic databases,c roger,"proc . of the 13th vldb conference ,",
8517,devise : integrated querying and visual exploration of large datasets ( demo abstract ),"m livny , r ramakrishnan , ks beyer , g chen , d","sigmod conference ,",1997.0
8524,"fast similarity search in presence of noise , scaling , and translation in time-series database . in :","r agrawal , ki lin , ss harpreet",,1995.0
8526,design and implementation of an access control processor for xml documents,"e damiani , sdc vimercati , s paraboschi , p samarati","www9 / computer networks ,",2000.0
8535,using the structure of web sites for automatic segmentation of tables . to appear in,"k lerman , l getoor , s minton , ca knoblock","proc . of the acm sigmod int . conf . on management of data ,",
8555,subspace clustering of high dimensional data,"c domeniconi , d papadopoulos , d gunopulos , s ma",,
8559,guest editor 's introduction,portal.acm.org,,
8561,graphdb : modeling and querying graphs in databases,rh gueting,"vldb ,",1994.0
8573,modeling multidimensional databases : [ research report ],"r agrawal , a gupta , s sarawagi","ibm almaden research center , san jose , california ,",
8576,access control in a relational data base management system by query modification,w weis69,proc . 1974 acm annual,1969.0
8593,a cost model for nearest neighbor search in high-dimensional data space,"s berchtold , hp kriegel",,
8602,final report,"c plinta , sbr phase","development and demonstration of an ocu-style message & hellip ; ,",
8627,business models for electronic markets,t paul,electronic,
8632,answering queries from statistics and probabilistic views,"n dalvi , d suciu","proceedings of the 31st international conference on very & hellip ; ,",2005.0
8646,"genres of digital documents introduction to the special issue of information , technology & people","bh kwaå?nik , k crowston",,
8669,efficient view maintenance in xml data warehouses,"h liefke , sb davidson",,
8670,aggregate processing in parallel rdbms,"a shatdal , jf naughton","proceedings of the acm sigmod conference , san jose , & hellip ; ,",
8690,the sequoia 2000 benchmark,"m stonebraker , j frew , k gardels , j meredith","sigmod conference ,",
8699,flow-back : providing backward recovery for workflow management systems ; procs . 1998acm sigmod int,"b kiepuszewski , r muhlberger , m orlowska","conf . on management of data ,",
8706,electronic business & commerce,"m chesher , r kaura , p linton , m chesher",,
