move,generation,type,power,pp,accuracy,priority,target,damage_class,effect,effect_chance,contest_type,contest_effect,super_contest_effect,flavor_text,name
m_8837fbb4,8.0,id-3,10.0,10.0,,0.0,2,2,1,,,,,This is a Flying-type attack Dynamax Pokémon use.This raises ally Pokémons Speed stats.,Max Airstream
m_bd592a5b,4.0,id-1,,15.0,,0.0,10,2,223,,1.0,,18.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Natural Gift
m_5dd88be9,6.0,id-4,,20.0,100.0,0.0,11,1,364,100.0,,,,"Opposing Pokémon are drenched in an oddpoisonous liquid. This lowers the Attack, Sp. Atk, andSpeed stats of a poisoned target.",Venom Drench
m_ace2cc06,7.0,id-14,100.0,5.0,100.0,0.0,10,3,1,,,,,The user attacks a target with a pillar of light. Thismove inflicts Attack or Sp. Atk damage—whicheverstat is higher for the user.,Photon Geyser
m_8e9d2138,8.0,id-6,120.0,10.0,90.0,0.0,10,3,1,100.0,,,,"In this two-turn attack, the user gathers space powerand boosts its Sp. Atk stat, then attacks the targeton the next turn.",Meteor Beam
m_413b19ad,8.0,id-11,,10.0,,,13,1,441,,,,,The user scatters mysterious water around and restoresthe HP of itself and its ally Pokémon in the battle.,Life Dew
m_28ef4227,8.0,id-3,40.0,10.0,90.0,0.0,10,2,1,,,,,The user slams the target with its wings.The target is hit twice in a row.,Dual Wingbeat
m_a5aae5f3,8.0,id-11,80.0,15.0,100.0,0.0,10,3,422,,,,,"The user ignores the effects of opposing Pokémon’smoves and Abilities that draw in moves, allowing thismove to hit the chosen target.",Snipe Shot
m_b35fa2b5,3.0,id-17,65.0,20.0,100.0,0.0,10,2,189,,4.0,4.0,5.0,The user slaps down the targets held item and thatitem cant be used in that battle. The move doesmore damage if the target has a held item.,Knock Off
m_08084ab1,3.0,id-17,,20.0,,0.0,10,1,63,,4.0,28.0,19.0,The user feigns crying to fluster the target harshlylowering its Sp. Def stat.,Fake Tears
m_001f3934,4.0,id-6,80.0,20.0,100.0,0.0,10,3,1,,2.0,,5.0,The user attacks with a ray of light that sparkles asif it were made of gemstones.,Power Gem
m_0bdc42b2,3.0,id-1,60.0,25.0,100.0,,10,2,106,,3.0,20.0,12.0,The user endearingly approaches the target thensteals the targets held item.,Covet
m_bc1ce51f,5.0,id-4,50.0,15.0,,0.0,10,3,305,,,,,The user attacks the target by throwing a clump ofspecial mud. All stat changes are returned to normal.,Clear Smog
m_cd8daf1a,5.0,id-1,70.0,20.0,100.0,0.0,10,2,304,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Chip Away
m_9be54612,4.0,id-9,,5.0,100.0,0.0,10,2,220,,2.0,,15.0,"The user tackles the target with a high-speed spin.The slower the user compared to the target, thegreater the move’s power.",Gyro Ball
m_d9fe8eac,1.0,id-1,,35.0,100.0,0.0,10,2,1,,5.0,1.0,5.0,Hard pointed sharp claws rake the target toinflict damage.,Scratch
m_7d2bcd83,5.0,id-2,65.0,20.0,100.0,0.0,10,2,21,100.0,,,,The user makes a swift attack on the targets legswhich lowers the targets Speed stat.,Low Sweep
m_f030cd29,5.0,id-4,40.0,20.0,100.0,0.0,10,3,297,100.0,,,,The user spits fluid that works to melt the target.This harshly lowers the target’s Sp. Def stat.,Acid Spray
m_26610c90,5.0,id-2,65.0,20.0,100.0,0.0,10,2,21,100.0,,,,"The user makes a swift attack on the target’s legs,which lowers the target’s Speed stat.",Low Sweep
m_3764df63,5.0,id-1,,15.0,100.0,0.0,10,1,299,,,,,The user’s mysterious psychic wave changes thetarget’s Ability to Simple.,Simple Beam
m_05f91cc7,5.0,id-17,95.0,15.0,100.0,0.0,10,2,298,,,,,"The user turns the target’s power against it.The higher the target’s Attack stat, the greaterthe damage it deals.",Foul Play
m_a6f02fc2,5.0,id-1,,15.0,,0.0,10,1,301,,,,,The user helps the target and makes it use its moveright after the user.,After You
m_59fa484e,3.0,id-14,,15.0,,4.0,7,1,184,,2.0,15.0,15.0,Moves like Leech Seed and moves that inflict statusconditions are blocked by a barrier and reflected backto the user of those moves.,Magic Coat
m_5ef36d6f,5.0,id-1,40.0,15.0,100.0,0.0,10,3,303,,,,,"The user attacks the target with an echoing voice.If this move is used every turn, its poweris increased.",Echoed Voice
m_8636be3e,5.0,id-1,60.0,15.0,100.0,0.0,10,3,302,,,,,The user attacks the target with a song. Others canjoin in the Round to increase the power ofthe attack.,Round
m_6f5f7f39,8.0,id-17,,10.0,100.0,4.0,7,1,442,,,,,This move enables the user to protect itself from all attacks.Its chance of failing rises if it is used in succession.Direct contact harshly lowers the attacker’s Defense stat.,Obstruct
m_6ea2637d,8.0,id-17,80.0,10.0,,0.0,10,2,18,,,,,"The user pretends to bow its head, but then it stabs thetarget with its disheveled hair. This attack never misses.",False Surrender
m_21ec94c6,8.0,id-18,90.0,10.0,95.0,0.0,10,3,77,20.0,,,,The user attacks the target by emitting steam.This may also confuse the target.,Strange Steam
m_4b09e13d,3.0,id-2,120.0,5.0,100.0,0.0,10,2,183,100.0,5.0,3.0,18.0,"The user attacks the target with great power.However, this also lowers the user’s Attack andDefense stats.",Superpower
m_3a3454b0,8.0,id-9,140.0,5.0,95.0,0.0,10,3,420,,,,,The user fires a beam of steel that it collected from itsentire body. This also damages the user.,Steel Beam
m_953f01cb,8.0,id-14,80.0,10.0,100.0,0.0,10,3,1,,,,,The user attacks the target with its psychic power.This move’s power goes up and damages all opposingPokémon on Psychic Terrain.,Expanding Force
m_e433b1e5,8.0,id-2,150.0,5.0,100.0,0.0,10,2,81,,,,,"The user attacks wildly with its thick leek.The user can’t move on the next turn, because theforce of this move makes it stagger.",Meteor Assault
m_ee73e867,8.0,id-16,100.0,5.0,100.0,0.0,10,3,421,,,,,The user unleashes a strong beam from its core.This move deals twice the damage if the targetis Dynamaxed.,Dynamax Cannon
m_8e226568,3.0,id-1,,20.0,,,7,1,181,,3.0,25.0,14.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Assist
m_0a8785f2,8.0,id-1,,10.0,,0.0,14,1,429,,,,,The user has teatime with all the Pokémon in the battle.Each Pokémon eats its held Berry.,Teatime
m_55121c5b,8.0,id-16,25.0,20.0,90.0,0.0,10,2,1,,,,,The user attacks by shooting scales two to five timesin a row. This move boosts the user’s Speed stat butlowers its Defense stat.,Scale Shot
m_d878e376,1.0,id-1,40.0,35.0,100.0,0.0,10,2,1,,5.0,1.0,5.0,Hard pointed sharp claws rake the target toinflict damage.,Scratch
m_5046f465,4.0,id-12,80.0,15.0,100.0,0.0,10,2,1,,4.0,,5.0,The user slams a barrage of hard-shelled seedsdown on the target from above.,Seed Bomb
m_3e457173,4.0,id-3,75.0,15.0,95.0,0.0,10,3,32,30.0,1.0,,17.0,The user attacks with a blade of air that slices eventhe sky. This may also make the target flinch.,Air Slash
m_27d3bd92,4.0,id-7,70.0,20.0,100.0,0.0,10,2,229,,3.0,,16.0,"After making its attack, the user rushes back toswitch places with a party Pokémon in waiting.",U-turn
m_e6ac68f5,4.0,id-9,,10.0,100.0,0.0,1,2,228,,2.0,,15.0,The user retaliates with much greater force againstthe opponent that last inflicted damage on it.,Metal Burst
m_ceed5bf0,4.0,id-16,85.0,10.0,100.0,0.0,10,3,1,,4.0,,4.0,The target is attacked with a shock wave generatedby the user’s gaping mouth.,Dragon Pulse
m_c8a9e23b,3.0,id-1,,10.0,,0.0,7,1,180,,3.0,24.0,8.0,"One turn after this move is used, the user’s or itsreplacement’s HP is restored by half the user’smax HP.",Wish
m_c87c4e3c,4.0,id-7,80.0,15.0,100.0,0.0,10,2,1,,2.0,,17.0,The user slashes at the target by crossing itsscythes or claws as if they were a pair of scissors.,X-Scissor
m_81571547,4.0,id-7,90.0,10.0,100.0,0.0,10,3,73,10.0,3.0,,4.0,The user generates a damaging sound wave byvibration. This may also lower the target’sSp. Def stat.,Bug Buzz
m_66d567b5,4.0,id-1,,15.0,100.0,0.0,10,2,223,,1.0,,18.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Natural Gift
m_f912a808,4.0,id-11,65.0,10.0,100.0,0.0,10,3,222,,4.0,,4.0,"If the target’s HP is half or less, this attack will hitwith double the power.",Brine
m_6afd6c56,4.0,id-14,,10.0,,0.0,7,1,221,,3.0,,8.0,"The user faints. In return, the Pokémon taking itsplace will have its HP restored and statusconditions cured.",Healing Wish
m_5e64eb94,3.0,id-14,,10.0,,0.0,10,1,179,,3.0,20.0,23.0,"The user mimics the target completely, copying thetarget’s Ability.",Role Play
m_b8001b28,4.0,id-1,,30.0,,0.0,5,1,227,,1.0,,11.0,"The user applies pressure to stress points, sharplyboosting one of its or its allies’ stats.",Acupressure
m_6ed994ac,4.0,id-3,,15.0,,0.0,4,1,226,,4.0,,1.0,The user whips up a turbulent whirlwind that upsthe Speed stats of the user and its allies forfour turns.,Tailwind
m_86f37f30,4.0,id-3,60.0,20.0,100.0,0.0,10,2,225,,3.0,,12.0,"The user pecks the target. If the target is holding aBerry, the user eats it and gains its effect.",Pluck
m_b23cb189,4.0,id-1,30.0,10.0,100.0,2.0,10,2,224,,2.0,,16.0,This attack hits a target using a move such asProtect or Detect.This also lifts the effects of those moves.,Feint
m_a1fa2558,2.0,id-10,60.0,25.0,100.0,0.0,10,2,126,10.0,2.0,1.0,7.0,The user cloaks itself in fire and charges at thetarget. This may also leave the target with a burn.,Flame Wheel
m_a11ed83a,6.0,id-13,,25.0,,1.0,12,1,345,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Ion Deluge
m_e2db62f9,6.0,id-1,,30.0,100.0,0.0,10,1,344,100.0,,,,"Letting out a noble roar, the user intimidates thetarget and lowers its Attack and Sp. Atk stats.",Noble Roar
m_e6c78aed,7.0,id-1,,30.0,,0.0,7,1,391,,,,,The user concentrates intensely. The attack on thenext turn always results in a critical hit.,Laser Focus
m_ce2fb09e,2.0,id-1,50.0,15.0,100.0,0.0,10,3,93,30.0,3.0,1.0,5.0,This attack can be used only if the user is asleep.The harsh noise may also make the target flinch.,Snore
m_5802bde4,6.0,id-7,50.0,25.0,100.0,0.0,10,2,342,,,,,"When the user knocks out a target with this move,the user’s Attack stat rises drastically.",Fell Stinger
m_709f302d,6.0,id-7,,20.0,,0.0,6,1,341,,,,,"The user weaves a sticky net around the opposingteam, which lowers their Speed stats upon switchinginto battle.",Sticky Web
m_04b46ee9,6.0,id-8,,20.0,100.0,0.0,10,1,343,,,,,The user takes the target trick-or-treating.This adds Ghost type to the target’s type.,Trick-or-Treat
m_e5f5fedc,6.0,id-8,90.0,10.0,100.0,0.0,10,2,273,,,,,"The user vanishes somewhere, then strikes thetarget on the next turn. This move hits even if thetarget protects itself.",Phantom Force
m_9b0c14cb,6.0,id-2,,10.0,,0.0,4,1,377,,,,,"Using a pulled-up mat as a shield, the user protectsitself and its allies from damaging moves. This doesnot stop status moves.",Mat Block
m_542a1fb4,2.0,id-1,,5.0,,0.0,10,1,95,,4.0,24.0,20.0,The user senses the target’s movements with itsmind to ensure its next attack does not missthe target.,Mind Reader
m_938d78af,6.0,id-5,,10.0,,0.0,14,1,340,100.0,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Rototiller
m_c9bffacb,6.0,id-4,120.0,10.0,90.0,0.0,10,3,339,,,,,The user lets out a damaging belch at the target.The user must eat a held Berry to use this move.,Belch
m_69316e37,4.0,id-14,,10.0,,0.0,10,1,245,,3.0,,16.0,The user employs its psychic power to switchchanges to its Defense and Sp. Def stats withthe target.,Guard Swap
m_6926dcbf,4.0,id-14,,10.0,,0.0,10,1,244,,2.0,,16.0,The user employs its psychic power to switchchanges to its Attack and Sp. Atk stats withthe target.,Power Swap
m_889296e2,2.0,id-17,40.0,20.0,100.0,0.0,10,2,129,,4.0,14.0,20.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Pursuit
m_f2923d23,2.0,id-1,50.0,40.0,100.0,0.0,10,2,130,100.0,1.0,16.0,17.0,"A spin attack that can also eliminate such moves asBind, Wrap, and Leech Seed. This also raises the user’sSpeed stat.",Rapid Spin
m_5317aac1,4.0,id-1,,30.0,,0.0,4,1,241,,3.0,,13.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Lucky Chant
m_591be08b,4.0,id-4,,10.0,100.0,0.0,10,1,240,,2.0,,13.0,The user hurls up its stomach acids on the target.The fluid eliminates the effect of the target’s Ability.,Gastro Acid
m_81a99197,4.0,id-1,,20.0,,0.0,7,1,243,,1.0,,12.0,The user mimics the move used immediately beforeit. The move fails if no other move has beenused yet.,Copycat
m_ccc05515,4.0,id-1,,20.0,,0.0,2,1,242,,3.0,,1.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Me First
m_5a42fd12,2.0,id-5,,30.0,100.0,0.0,9,2,127,,5.0,11.0,18.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Magnitude
m_76dc3d10,2.0,id-2,100.0,5.0,50.0,0.0,10,2,77,100.0,1.0,10.0,18.0,"The user punches the target with full, concentratedpower. This confuses the target if it hits.",Dynamic Punch
m_609a50ff,2.0,id-1,,20.0,,0.0,10,1,92,,4.0,4.0,10.0,"The user adds its HP to the target’s HP, then equallyshares the combined HP with the target.",Pain Split
m_78e1be2c,2.0,id-10,100.0,5.0,95.0,0.0,10,2,126,50.0,2.0,1.0,22.0,The target is razed with a mystical fire of greatintensity. This may also leave the target with a burn.,Sacred Fire
m_77ced336,2.0,id-1,,40.0,,0.0,7,1,128,,3.0,18.0,16.0,The user switches places with a party Pokémon inwaiting and passes along any stat changes.,Baton Pass
m_00ed3039,2.0,id-1,,5.0,100.0,0.0,10,1,91,,3.0,18.0,20.0,The user compels the target to keep using the moveit encored for three turns.,Encore
m_80ce94c8,2.0,id-7,120.0,10.0,85.0,0.0,10,2,1,,1.0,12.0,18.0,"Using its tough and impressive horn, the user ramsinto the target with no letup.",Megahorn
m_dcad69d9,2.0,id-16,60.0,20.0,100.0,0.0,10,3,7,30.0,1.0,5.0,17.0,The user exhales a mighty gust that inflicts damage.This may also leave the target with paralysis.,Dragon Breath
m_705fd8b3,8.0,id-9,140.0,5.0,95.0,0.0,10,3,420,,,,,The user fires a beam of steel that it collected from itsentire body. This also damages the user.,Steel Beam
m_26e1129e,5.0,id-14,60.0,25.0,100.0,0.0,10,2,32,30.0,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Heart Stamp
m_5412637c,8.0,id-4,,40.0,100.0,0.0,9,1,1,,,,,The user surrounds everything around it withhighly acidic gas and melts away items they hold.,Corrosive Gas
m_a8f44c0b,2.0,id-8,,10.0,,0.0,1,1,110,,5.0,31.0,21.0,A move that works differently for the Ghost typethan for all other types.,Curse
m_67ce53c9,8.0,id-9,140.0,5.0,95.0,0.0,10,3,420,,,,,The user fires a beam of steel that it collected from itsentire body. This also damages the user.,Steel Beam
m_6bd11dd6,7.0,id-18,120.0,5.0,85.0,0.0,10,3,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Sparkly Swirl
m_7a91d9e1,2.0,id-1,,15.0,100.0,0.0,10,2,100,,3.0,26.0,15.0,"The user flails about aimlessly to attack. The less HPthe user has, the greater the move’s power.",Flail
m_6254f50e,6.0,id-13,65.0,20.0,100.0,0.0,9,3,346,,,,,The user attacks everything around it. The users HPis restored by half the damage taken by those hit.,Parabolic Charge
m_b9cc9559,4.0,id-7,70.0,20.0,,0.0,10,2,229,,3.0,,16.0,After making its attack the user rushes back toswitch places with a party Pokémon in waiting.,U-turn
m_cc83ce48,3.0,id-1,,10.0,,,7,1,33,,3.0,26.0,8.0,The user slacks off restoring its own HP by up tohalf of its max HP.,Slack Off
m_e0db99ce,8.0,id-2,,5.0,,0.0,7,1,425,100.0,,,,This move raises all the users stats but preventsthe user from switching out or fleeing.,No Retreat
m_af2efc24,7.0,id-10,,1.0,,0.0,10,2,1,,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Inferno Overdrive
m_74ab0160,2.0,id-17,,10.0,100.0,0.0,10,2,155,,4.0,14.0,7.0,The user gets all party Pokémon to attack the target.The more party Pokémon the greater the numberof attacks.,Beat Up
m_50c6bbfe,6.0,id-2,100.0,10.0,95.0,0.0,10,2,338,,,,,The user dives down onto the target from the sky.This move is Fighting and Flying type simultaneously.,Flying Press
m_880577d1,7.0,id-6,40.0,20.0,100.0,1.0,10,2,104,,,,,The user smashes into the target at high speed.This move always goes first.,Accelerock
m_ceb9cf07,7.0,id-8,85.0,10.0,100.0,0.0,10,2,70,20.0,,,,The user attacks by beating the target with abone that contains a spirit. This may also lowerthe target’s Defense stat.,Shadow Bone
m_ae0457e1,6.0,id-9,,10.0,,4.0,7,1,356,,,,,The user takes a defensive stance while it protectsitself from damage. It also lowers the Attack stat of anyattacker that makes direct contact.,Kings Shield
m_8cadff29,6.0,id-9,,10.0,,4.0,7,1,356,,,,,The user takes a defensive stance while it protectsitself from damage. It also lowers the Attack stat of anyattacker that makes direct contact.,Kings Shield
m_fd0af3c1,2.0,id-17,60.0,20.0,,0.0,10,2,18,,4.0,27.0,18.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Feint Attack
m_88376cf5,3.0,id-7,60.0,5.0,100.0,0.0,10,3,141,10.0,2.0,32.0,4.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Silver Wind
m_d618ae86,3.0,id-9,,40.0,85.0,0.0,10,1,63,,4.0,5.0,10.0,A horrible sound like scraping metal harshly lowersthe target’s Sp. Def stat.,Metal Sound
m_58ff92ff,3.0,id-1,,40.0,,0.0,10,1,114,,4.0,33.0,20.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Odor Sleuth
m_d2b98d66,3.0,id-6,60.0,15.0,95.0,0.0,10,2,71,100.0,4.0,24.0,2.0,Boulders are hurled at the target. This also lowersthe target’s Speed stat by preventing its movement.,Rock Tomb
m_e38d0d47,3.0,id-3,60.0,25.0,95.0,0.0,11,3,44,,1.0,23.0,5.0,The user launches razor-like wind to slash opposingPokémon. Critical hits land more easily.,Air Cutter
m_e1c9f8c3,3.0,id-10,130.0,5.0,90.0,0.0,10,3,205,100.0,2.0,3.0,22.0,The user attacks the target at full power. The attack’srecoil harshly lowers the user’s Sp. Atk stat.,Overheat
