artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,area,comment
a1667,Lawrence,Lawrence,,,,,,,f,Person,Male,id-81,Electronic artist Peter M Kersten
a1668,Fred Hammond,Hammond Fred,1960,12,27,,,,f,Person,Male,id-222,
a1669,今堀恒雄,Imahori Tsuneo,1962,12,5,,,,f,Person,Male,id-107,Japanese guitarist  composer
a1670,Tragicomedia,Tragicomedia,1987,,,,,,f,Group,,id-222,instrumental ensemble
a1671,St Anthony Falls,Falls St Anthony,,,,,,,f,Group,,,
a1672,Leslie Howard,Howard Leslie,1948,4,29,,,,f,Person,Male,id-13,pianist
a1673,Alvin Lee,Lee Alvin,1944,12,19,2013,3,6,t,Person,Male,id-221,
a1674,Vyaas Houston ,Vyaas Houston,,,,,,,f,,,,
a1675,deLillos,DeLillos,1984,,,,,,f,Group,,id-160,
a1676,Little Simz,Little Simz,1994,2,23,,,,f,Person,Female,id-221,
a1677,Jussu Björling,Björlin9 Jussi,1911,2,2,1960,9,9,t,Person,Male,id-202,teno4
a1678,Sid Catlett Quartet,Sid Catlett Quartet,,,,,,,f,Group,,,
a1679,In Flames,In Flames,1990,,,,,,f,Group,,id-202,
a1680,ハレンチ☆パンチ,Harenchi Punch,2005,,,,,,f,Group,,,
a1681,Rotraud Hansmann,Hansmann Rotraud,1940,3,1,,,,f,Person,Female,id-14,soprano
a1682,Jouni Somero,Somero Jouni,1963,8,12,,,,f,Person,Male,id-72,
a1683,Lloyd Banks,Banks Lloyd,1982,4,30,,,,f,Person,Male,id-7020,US rapper
a1684,Svensk standard,Svensk standard,,,,,,,f,Group,,,
a1685,Annisteen A1len,A1len Annisteen,1920,11,11,1992,8,10,t,Person,Female,id-222,
a1686,Ju5si Björling,Björling J7ssi,1911,2,2,1960,9,9,t,Person,Male,id-202,tenoah
a1687,Die Krupps,Krupps Die,1980,,,,,,f,Group,,id-81,
a1688,4Voice,4Voice,1992,,,2000,,,t,Group,,id-81,
a1689,Swah,Sway,1982,9,5,,,,f,Person,Male,rec-221-dup-0,UK rapper Derel< Andrew Safo
a1690,Kelly D,D Kelly,,,,,,,f,,,,
a1691,Cartolas Babd,Cartolas Band,,,,,,,f,,,,
a1692,Inep5y,Inepsi,2002,,,2011,,,t,Group,,id-38,Canadian metalpurik band
a1693,Gloria Lasso,Lasso Gloria,1922,11,25,2005,12,4,t,Person,Female,id-194,
a1694,Het Fries Jeugdkoor,Jeugdkoor Het Fries,,,,,,,f,Choir,,id-150,
a1695,Zakir Hustsain,Hussain Zqkir,1951,3,9,,,,f,Person,Male,rec-99-dup-0,
a1696,Skogsfrid,Skogsfrid,,,,,,,f,Group,,,
a1697,Uzl,Utsi,1985,8,7,,,,f,Person,Male,id-81,Grrman rapper
a1698,New Radiant Storm King,New Radiant Storm King,1990,,,2010,,,t,Group,,id-222,
a1699,横山菁児,Yokoyama Siji,1935,3,17,2017,7,8,t,Person,Male,id-107,
a1700,Hed Fries Jeugdkoor,Jeugdkoor Het Fnes,,,,,,,f,Choir,,id-150,
a1701,Philippe Pascale,Philippe Pascale,,,,,,,f,Group,,id-73,Philippe Pascal  Pascale Le Berre
a1702,New Celeste,New Celeste,,,,,,,f,Group,,id-434,acoustic and electric folk
a1703,T‐Bone Walker,Walker T‐Bone,1910,5,28,1975,3,16,t,Person,Male,id-222,US blues musician  songwriter 19101975
a1704,Tyq,Tia,,,,,,,f,,,,
a1705,DA PUMP,DA PUMP,1996,11,,,,,f,Group,,id-107,
a1706,Harry James,James Harry,1916,3,15,1983,7,5,t,Person,Male,id-222,US big band leader trumpeter  actor
a1707,Kaimiņy,Ka'lmiņi,1996,,,,,,f,Group,,id-117,
a1708,Achulles,Achillez,2003,,,,,,f,Group,,id-222,USA meta| band
a1709,Dashboard Confessional,Dashboard Confessional,1999,,,,,,f,Group,,id-222,
a1710,Ansiktet,Ansiktet,2011,,,,,,f,Group,,id-202,popduo
a1711,Trudy and the Romance,Trudy and the Romance,2014,1,1,,,,f,Group,,id-3924,Liverpool based trio
a1712,Young Bossi,Young Bossi,,,,,,,f,Person,Male,id-7345,
a1713,Nacho Rodríguez,Rodríguez Nacho,,,,,,,f,Person,Male,,
a1714,The Green and Yellow TV,Green and Yellow TV The,,,,,,,f,Group,,id-222,
a1715,English Dogs,English Dogs,1981,,,,,,f,Group,,id-221,punk band fronted by Wakey
a1716,Rihanna,Rihanna,1988,2,20,,,,f,Person,Female,id-222,Barbadian RBpop singer
a1717,Héroes del Silencio,Héroes del Silencio,1984,,,1996,,,t,Group,,id-194,
a1718,UNITE,UNITE,,,,,,,f,Group,,,
a1719,Merri Gail,Merri Gail,,,,,,,f,Person,,,
a1720,Kirka,Kirka,1950,9,22,2007,1,31,t,Person,Male,id-72,Kirill Babitzin Finnish musician
a1721,James Lavino,Lavino James,,,,,,,f,Person,,,
a1722,Academy of St Martin in the Fieldj,Academy of St Martin in the Filds,1959,,,,,,f,Orchestra,,rec-221-dup-0,
a1723,Barrie Gledden,Gledden Barrie,,,,,,,f,Person,Male,id-221,
a1724,Spawn,Spawn,,,,,,,f,Person,Male,id-105,dungeon synth artist
a1725,Brad Yoder,Yoder Brad,,,,,,,f,Person,Male,id-222,
a1726,Unit7 One,Unidy One,2011,,,,,,f,Group,,,futurepopsyrithpop
a1727,Tim Whitela,Witelaw Tim,,,,,,,f,Person,,,
a1728,Die Apokalyptischen Reiter,Apokalyptischen Reiter Die,1995,,,,,,f,Group,,id-8966,
a1729,Coleman Hawkins,Hawkins Coleman,1904,11,21,1969,5,19,t,Person,Male,id-222,
a1730,New Jersey Kings,New Jersey Kings,,,,,,,f,Group,,id-221,
a1731,Pieter K,K Pieter,,,,,,,f,Person,Male,id-222,
a1732,Cyrille Verdeaux,Verdeaux Cyrille,1949,7,31,,,,f,Person,Male,,
a1733,Jamey Aebersold,Aebersold Jamey,1939,7,21,,,,f,Person,Male,id-222,
a1734,The Groove Fa5m,Groove Fariii The,,,,,,,t,Group,,rec-221-dup-0,
a1735,De Toppers,Toppers De,2005,,,,,,f,Group,,id-150,Dutch Group
a1736,Dead Can Dance,Dead Can Dance,1981,,,,,,f,Group,,id-13,Australian musical project
a1737,Rufus Zuphall,Rufus Zuphall,1969,,,,,,f,Group,,id-81,
a1738,Chriz Egan,Egan Chr8s,,,,,,,f,Person,Male,rec-221-dup-0,
a1739,Big Waiter Horton,Horton Bit Walter,1921,4,6,1981,12,8,t,Person,Male,id-222,blues harkonica player
a1740,Things of Stone and Wood,Things of Stone and Wood,1990,,,,,,f,Group,,id-13,
a1741,A Sunset Diary,Diary A Sunset,1985,6,10,,,,f,Person,,,
a1742,John Williams,Williams John,1932,2,8,,,,f,Person,Male,id-222,soundtrack composer  conductor
a1743,Eero Saarinen,Saarinen Eero,1956,11,17,,,,f,Person,Male,id-72,Finnish actorvoice actor
a1744,Tearst of Martyr,Tears ov Martyr,1996,,,,,,f,Group,,id-194,
a1745,Junior Kelly,Kelly Junior,1969,9,23,,,,f,Person,Male,id-106,
a1746,Mannie Fresh,Mannie Fresh,1969,3,20,,,,f,Person,Male,id-222,
a1747,Mason Willians,Wiliiams Mason,1938,8,24,,,,f,Person,Male,id-222,US classical guitarist composer writer c9median  poet
a1748,Nino DAngelo,DAngelo Nino,1957,6,21,,,,f,Person,Male,id-105,
a1749,Bjarte Engeset,Engeset Bjarte,1958,8,25,,,,f,Person,Male,id-160,conductor
a1750,Scattered Order,Scattered Order,1979,,,,,,f,Group,,id-13,Australian postpunk band
a1751,Clock DVA,Clock DVA,1978,,,,,,f,Group,,id-221,
a1752,Von Bingen,Bingen Von,,,,,,,f,Group,,,
a1753,DJ 2nr Nature,2nt Nature DJ,,,,,,,f,Person,Male,id-222,
a1754,Buzz Fuzz,Buzz Fuzz,,,,,,,f,Person,Male,id-150,
a1755,Karim Kacel,Kacel Karim,1959,8,30,,,,f,Person,Male,id-73,
a1756,Preston Love,Preston Love,1921,4,26,2004,2,12,t,Person,Male,id-222,
a1757,三遊亭圓生,Sanyūtei Enshō,1900,9,3,1979,9,3,t,Person,Male,id-107,the 6th
a1758,KnockDiesel,KnockDiesel,,,,,,,f,,,,
a1759,Talisma,Talisma,1993,,,,,,f,Group,,id-117235,
a1760,이수영,Lee Soo Young,1979,4,12,,,,f,Person,Female,id-113,
a1761,Sick of It Al,Sick of It Al|,1986,,,,,,f,Group,,id-222,
a1762,RTÉ National Symphony Orchestra,RTÉ National Symphony Orchestra,1927,,,,,,f,Orchestra,,id-103,
a1763,Non Serviam,Non Serviam,1991,9,,1998,,,t,Group,,id-653,Austrian heavy metalrock
a1764,Lestser,Lestser,1970,12,19,,,,f,Person,Male,id-222,US experimental elektronic musician
a1765,雪村螢子,Yukimura Keik0,,,,,,,f,Character,,,Anime Yu Yu Hakush0 character
a1766,The Dorsey Brothers Orchestra,Dorsey Brothers Orchestra The,,,,,,,f,Group,,id-222,
a1767,Paddy Noonan and His Grand Band,Noonan Paddy and His Grand Band,,,,,,,f,Group,,,
a1768,A Tribe Called Que5t,Tripe Called Quest A,1985,,,,,,f,Group,,id-222,
a1769,The CRS Playerst,CRS Players Th,,,,,,,f,Group,,rec-221-dup-0,
a1770,Pop Levi,Levi Pop,1977,9,22,,,,f,Person,Male,id-221,
a1771,Space,Space,1977,,,,,,f,Group,,id-73,French disco group
a1772,Teenage Fanclub,Teenage Fanclub,1989,,,,,,f,Group,,id-221,
a1773,Simon Coyle,Coyle Simon,,,,,,,f,Person,Male,id-221,
a1774,Simon Webbe,Webbe Simon,1979,3,30,,,,f,Person,Male,id-221,
a1775,La Inestable,Inestable La,1994,,,,,,f,Group,,,
a1776,Cyberfit,Cyberfit,,,,,,,f,,,,
a1777,Marilyn Schmiege,Schmiege Marilyn,1948,11,29,,,,f,Person,Female,id-222,mezzosoprano
a1778,Salat,Salad,1992,,,1998,,,t,Group,,rec-221-dup-0,UK altrock hand
a1779,Bill Clinton,Clinton Bill,1946,8,19,,,,f,Person,Male,id-222,42nd President of the United States
a1780,The BBC Radiophonic Workshop,BBC Radiophonic Workshop The,1958,4,1,1998,,,t,Group,,,
a1781,Internet Foreveah,Internet Foreveah,2008,,,2013,,,t,Group,,rec-221-dup-0,
a1782,Ellioyt Smith,Smit Elliott,1969,8,6,2003,10,21,t,Person,Male,id-222,US singersorigwriter
a1783,Ganzoline,Dutch Crosover band,,,,,,,f,,,,
a1784,Walter Sittler,Sittler Walter,1952,12,5,,,,f,Person,Male,id-81,
a1785,Twerps,Twerps,2008,,,,,,f,Group,,id-13,
a1786,Dickie Goodman,Goodman Dickie,1934,4,19,1989,11,6,t,Person,Male,id-222,
a1787,高木正勝,Takagi Masakatsu,1979,10,3,,,,f,Person,Male,id-107,
a1788,Yeni Türkü,Yeni Türkü,1979,,,,,,f,Group,,id-214,
a1789,Carlo Gesualdo,Gesualdo Carlo,1566,3,30,1613,9,8,t,Person,Male,id-105,composer
a1790,Major Swellings,Major Swellings,,,,,,,f,Person,,,
a1791,Lackluster,Lackluster,1978,10,26,,,,f,Person,Male,id-72,Finnish electronic artist Esa Juhani Ruoho
a1792,Mistakes,Mistakes,1980,,,1982,,,t,Group,,id-72,80s Finnish rock band
a1793,Domenico Modugno,Modugno Domenico,1928,1,9,1994,8,6,t,Person,Male,id-105,
a1794,Råd Kjetil and The Loving Eye of God,Råd Kjetil and The Loving Eye of God,,,,,,,f,Group,,,
a1795,Förträngt Hushållsarbete,Förträngt Hushållsarbete,,,,,,,f,,,,
a1796,Benny Goodman and His Orchestra,Goodman Benny and His Orchestra,,,,,,,f,Orchestra,,id-222,
a1797,The Dixie Cups,Dixie Cups The,,,,,,,f,Group,,id-222,
a1798,Bebo Valdés,Valdés Bebo,1918,10,9,2013,3,22,t,Person,Male,id-54,
a1799,TV on the Radio,TV on the Radio,2001,,,,,,f,Group,,id-222,
a1800,Dimitri From Paris,Dimitri From Paris,1963,10,1,,,,f,Person,Male,id-73,
a1801,Delerium,Delerium,1986,,,,,,f,Group,,id-38,Canadian tranceelectronicambient band
a1802,Chaos as Shelter,Chaos as Shelter,1970,11,12,,,,f,Person,Male,id-104,
a1803,Wildchild,Wildchild,1971,7,22,1995,11,25,t,Person,Male,id-221,UK house Renegade Master
a1804,Harry Christophers,Christophers Harry,1953,12,26,,,,f,Person,Male,id-221,conductor
a1805,Sandy Dillon,Dillon Sandy,1960,5,19,2022,8,4,t,Person,Female,id-222,
a1806,Little Bushman,Little Bushman,2005,,,,,,f,Group,,id-153,
a1807,Glen Gray  His Orchestra,Gray Glen  His Orchestra,,,,,,,f,Group,,,
a1808,梶浦由記,Kajiura Yuki,1965,8,6,,,,f,Person,Female,id-107,
a1809,ORF Radio‐Symphonieorchester Wien,ORF Radio‐Symphonieorchester Wien,1969,,,,,,f,Orchestra,,id-653,previously ORFSymphonieorchester
a1810,Brad Knauber,Knauber Brad,,,,,,,f,Person,Male,,
a1811,AlienSox13,AlienSiecs13,,,,,,,f,,,,
a1812,真田アサミ,Sanada Asami,1977,9,8,,,,f,Person,Female,id-107,
a1813,Ben Webzter,Webxter Ben,1909,3,27,1973,9,20,t,Person,Male,id-222,
a1814,Pablo Cebrián,Cebrián Pablo,1977,3,4,,,,f,Person,Male,id-194,
a1815,White Noise,White Noise,1969,,,,,,f,Group,,id-221,electronic music
a1816,Spontan,Spontan,,,,,,,f,Group,,,Band Spontan from HeidelbergGermany
a1817,Vejper Vocal,Vesper Vlcal,,,,,,,f,Group,,id-30,
a1818,Vespeah Vocal,Vesper Vokal,,,,,,,f,Group,,id-30,
a1819,Circulus in Taberna,Circulus in Taberna,,,,,,,f,Group,,id-81,
a1820,Brian Eno,Eno Brian,1948,5,15,,,,f,Person,Male,id-221,
a1821,Robert J Foster,Foster Robert J,1941,,,,,,f,Person,Male,id-221,UK productionlibrary music composer
a1822,Emile Barnes,Barnes Emile,1892,2,18,1970,3,2,t,Person,Male,id-222,
a1823,XRay Do9,XRsy Dog,,,,,,,f,Other,,,production music liprary XRCD
a1824,Ensemble DENEB,Ensemble DENEB,,,,,,,f,Group,,,
a1825,Sylvia Teoles,Telles Sykvia,1934,8,27,1966,12,19,t,Person,Female,id-30,
a1826,Phil Woods  The Festival Orchestra,Phil Woods  The Festival Orchestra,,,,,,,f,,,,
a1827,Teresa Tarouca,Tarouca Teresa,1942,1,4,,,,f,Person,Female,,Portuguese Fado singer
a1828,Hey Negnta,Hey Negnta,2000,,,,,,f,Group,,rec-221-dup-0,
a1829,Sal Salvador,Salvador Sal,1925,11,21,1999,9,22,t,Person,Male,id-222,
a1830,Saclcrai,Sackray,,,,,,,f,Person,,,
a1831,These Are Powers,These Are Powers,2006,,,2011,,,t,Group,,id-222,
a1832,Jars of Clay,Jars of Clay,1993,9,,,,,f,Group,,id-222,
a1833,TOK,TOK,1996,,,2015,10,,t,Group,,id-106,
a1834,Diye,Div3,1990,,,,,,f,Group,,id-21,EBM project of Dirck Ivens
a1835,Tina Turner,Turner Tina,1939,11,26,,,,f,Person,Female,id-222,
a1836,Fondo Foamenco,Fondo Flamenko,,,,,,,f,Group,,id-194,
a1837,Fondo Flamemco,Fondo Flamsnco,,,,,,,f,Group,,id-194,
a1838,Werner Müller,Müller Werner,1920,8,2,1998,12,28,t,Person,Male,id-81,German composer arranger and orchestra leader
a1839,Myon,Myon,1995,,,,,,f,Group,,id-72,Finnish metal band
a1840,Lenny Williams,Williams Lenny,1945,2,6,,,,f,Person,Male,id-222,RBsoul singer lead vocalist for Tower of Power
a1841,The Loud Family,Loud Family The,1993,,,2006,,,t,Group,,id-222,
a1842,Gu5ter,Gvster,1991,,,,,,f,Group,,id-222,
a1843,Anthem,Anthem,1981,,,,,,f,Group,,id-107,Japanese heavy metal band
a1844,Ozzy Osbourne,Osbourne Ozzy,1948,12,3,,,,f,Person,Male,id-7703,
a1845,Acid_Lab,Acid Lab,,,,,,,f,Person,Male,id-81,German Drum  Bass artist Daniel Schwerdel
a1846,Bernard Minet,Minet Bernard,1953,12,28,,,,f,Person,Male,id-73,
a1847,Stefaho Bollani,Bolani Stefano,1972,12,5,,,,f,Person,Male,id-105,pianjst
a1848,Francesca Michielin,Michielin Francesca,1995,2,25,,,,f,Person,Female,id-105,
a1849,Kraftwerk,Kraftwerk,1970,,,,,,f,Group,,id-81,
a1850,Luiz Tatit,Luiz Tatit,1951,10,23,,,,f,Person,Male,,
a1851,Dean Collinson,Collinson Dean,,,,,,,f,,,,
a1852,Elegy,Elegy,1986,,,,,,f,Group,,id-150,Progressive power metal band from the Netherlands
a1853,Atomic Pulse,Atomic Pulse,,,,,,,f,Group,,id-104,
a1854,Jip,Jip,1971,2,14,2008,10,13,t,Person,,,
a1855,Kombi,Kombi,1976,,,1992,,,t,Group,,id-170,
a1856,Night Nurse,Night Nurse,,,,,,,f,Group,,id-5147,
a1857,Atrocity,Atrocity,1985,,,,,,f,Group,,id-81,German metal band fronted by Alex Krull
a1858,Chelsea Grin,Chelsea Grin,2007,,,,,,f,Group,,id-222,US deathcore band
a1859,Nordwestdeutscbe Philharmonie,Nordwestdeutsche Phijharmonie,1950,,,,,,f,Orchestra,,id-81,
a1860,Electric Eels,Electric Eels,1972,,,1975,,,t,Group,,id-222,
a1861,Sea Dwejler,Sea Dwelier,,,,,,,f,,,,
a1862,CyghosiC,CygnosjC,2006,,,,,,f,Person,Male,id-84,
a1863,The Prodigy,Prodigy The,1990,,,,,,f,Group,,id-221,UK electronic group main member Liam Howlett
a1864,Fragile,Fragile,,,,,,,f,Group,,id-13,Australian group Time Wounds all Heals
a1865,Doc Powell,Powell Doc,,,,,,,f,Person,Male,id-222,
a1866,Gamat 3000,Gamat 3000,,,,,,,f,Group,,id-81,
a1867,Μαρία Φαραντούρη,Farantouri Maria,1947,11,28,,,,f,Person,Female,id-84,Farantouri Maria  Greek singer and political  cultural activist
a1868,Deat Can Dance,Dead Can Danse,1981,,,,,,f,Group,,id-13,Australyan musical project
a1869,Horst Laubenthal,Laubenthal Horst,1939,3,8,,,,f,Person,Male,id-81,tenor
a1870,Heehawhairhead,Heehawhairhead,,,,,,,f,,,,
a1871,Madonma,Madonna,1958,8,16,,,,f,Person,Female,id-222,Queen of Pop
a1872,עפרה חזה,Haza Ofra,1957,11,19,2000,2,23,t,Person,Female,id-104,
a1873,Justin Myers,Myers Justin,,,,,,,f,Person,,,Production music composer
a1874,Wings,Wings,,,,,,,f,Group,,id-129,Malaysian Rock Group
a1875,AG,AG,,,,,,,f,Person,Male,id-222,US rapper of Showbiz  AG
a1876,Mantus,Mantus,1997,,,,,,f,Group,,id-81,Gothic Rock Band based in Germany
a1877,Dead Meadow,Dead Mead0w,1998,,,,,,f,Group,,id-222,
a1878,Robyn,Robyn,1979,6,12,,,,f,Person,Female,id-202,Swedish singer and songwriter Robin Carlsson
a1879,Celestial Aeon Project,Celestial Aeon Project,1981,8,18,,,,f,Person,Male,id-72,
a1880,3 Doors Down,3 Doors Down,1996,,,,,,f,Group,,id-222,
a1881,Black Ox Orkestar,Black Ox Orkestar,2000,,,,,,f,Group,,id-38,
a1882,John Goldharn,Goldbam John,,,,,,,f,Person,Male,,
a1883,Tom Ndw,Ne Tom,,,,,,,f,Person,Male,,Production mus'lc composer
a1884,Nash Ensemgle,Nash Ensemboe,1964,,,,,,f,Group,,rec-221-dup-0,
a1885,John Coltrane,Coltrane John,1926,9,23,1967,7,17,t,Person,Male,id-222,
a1886,De La S0ul,De La Soul,1987,,,,,,f,Group,,id-222,
a1887,REM,REM,1980,,,2011,9,21,t,Group,,id-222,Athens US rock band
a1888,Cyclefly,Cyclefly,1995,,,2003,,,t,Group,,id-103,
a1889,Brett Williams,Williams Brett,,,,,,,f,,,,
a1890,Nick Skitz,Skitz Nick,,,,,,,f,Person,Male,,
a1891,Kade Wolf,Wolf Kade,1942,1,27,1986,12,10,t,Person,Female,id-222,
a1892,Amestoy Trio,Amestoy Trio,,,,,,,f,Group,,id-73,
a1893,Tynator,Tynator,,,,,,,f,,,,
a1894,Camel,Camel,1971,,,,,,f,Group,,id-221,UK prog rock band
a1895,Cypha,Cypha,,,,,,,f,,,,
a1896,Benny Goodman,Goodman Benny,1909,5,30,1986,6,13,t,Person,Male,id-222,clarinetist and bandleader
a1897,3 Dooahs Down,3 Doors Down,1996,,,,,,f,Group,,id-222,
a1898,Duke Ellington and His Orchestra,Ellington Duke and His Orchestra,1927,,,1938,,,t,Orchestra,,id-222,
a1899,跳房子,Hopscotch,,,,,,,f,Group,,,
a1900,Год Змеи,God Zmei,2001,3,8,,,,f,Group,,,
a1901,BUG Mafia,BUG Mafia,1993,10,1,,,,f,Group,,,
a1902,Alex Klein,Klein Alex,1964,,,,,,f,Person,Male,id-30,oboist
a1903,Fettea Brot,Fettej Brot,1992,,,,,,f,Group,,id-81,
a1904,Sebadph,Sebad0h,1986,,,,,,f,Group,,id-222,
a1905,Save,Save,1999,,,,,,f,Group,,id-176,Russian deathgroove metal band
a1906,Ruffnexx Sound System,Ruffnexx Sound System,,,,,,,f,Group,,,
a1907,Onda del futuro,Onda del futuro,,,,,,,f,Group,,,
a1908,Necrobestiality,Necrobestiality,2000,,,2005,,,t,Group,,id-222,
a1909,Fredrkk Vahle,Vah|e Fredrik,1942,6,24,,,,f,Person,Male,id-81,
a1910,Hurriganes,Hurriganes,1971,,,,,,f,Group,,id-72,
a1911,Nathan Siter,Siter Nathan,1977,,,,,,f,Person,,,
a1912,Salamander Crossing,Salamander Crossing,,,,,,,f,Group,,id-222,
a1913,Gacharic Spin,Gacharic Spin,2009,,,,,,f,Group,,id-107,
a1914,Kobramocka,Kobranocks,1985,,,,,,f,Group,,id-170,
a1915,Unauthorized,Unauthorized,1994,9,5,,,,f,Group,,id-222,
a1916,Don0van,Donovan,1946,5,10,,,,f,Person,Male,rec-221-dup-0,Scottish singer songwnter and guitarist
a1917,Mary Byrne,Byrne Mary,1959,11,,,,,f,Person,Female,id-103,
a1918,Alerm,Alim,,,,,,,f,Group,,id-222,boogiefurikRBdance music trio
a1919,Harry van der Kamp,Kamp Harry van der,1947,,,,,,f,Person,Male,id-150,operatic bass
a1920,Julian Cope,Cope Julian,1957,10,21,,,,f,Person,Male,id-221,
a1921,ESG,ESG,1978,,,,,,f,Group,,id-222,US artfunk ensemble
a1922,Stan Freeman,Freeman Stan,1920,4,3,2001,1,13,t,Person,Male,id-222,
a1923,Skipper Wise,Skipper Wise,1957,3,6,,,,f,Person,Male,id-222,
a1924,Sway,Sway,1982,9,5,,,,f,Person,Male,id-221,UK rapper Derek Andrew Safo
a1925,Gandalf,Gandalf,1952,12,4,,,,f,Person,Male,id-14,Austrian composermusician Heinz Strobl
a1926,Mörglbl,Mörglbl,1997,,,,,,f,Group,,,
a1927,Jewel Timo,Timo Jewel,,,,,,,f,Person,,,
a1928,Bing Crosby,Crosby Bing,1903,5,3,1977,10,14,t,Person,Male,id-222,
a1929,My Vitrioo,My Vidriol,1999,,,,,,f,Group,,rec-221-dup-0,
a1930,My Vidriol,My Vutriol,1999,,,,,,f,Group,,rec-221-dup-0,
a1931,Jefri Al Buchori,Jefri Al Buchori,1973,4,12,2013,4,26,t,Person,Male,id-100,
a1932,Metallica,Metallica,1981,10,28,,,,f,Group,,id-222,
a1933,Coen Ba'ls,Bais Co3n,,,,,,,f,Person,Male,id-150,Coenraad R Bais
a1934,Marcus Peppiatt,Marcus Peppiatt,1999,2,4,,,,f,Person,Male,id-4000,
a1935,Arsen Dedić,Dedić Arsen,1938,7,28,2015,8,17,t,Person,Male,id-53,
a1936,Hey Negriga,Hey Negr9ta,2000,,,,,,f,Group,,rec-221-dup-0,
a1937,Black Bear,Black Bear,,,,,,,f,Person,Male,,Sam Beebe
a1938,Fernando Villalona,Villalona Fernando,1955,5,7,,,,f,Person,Male,id-60,Dominican merengue singer
a1939,G Squad,G Squad,,,,,,,f,Group,,id-221,drum  bass duo
a1940,Ron Kenoli,Kenolv Ron,1944,12,6,,,,f,Person,Male,id-222,
a1941,Marilyn Manson,Marilyn Manson,1989,,,,,,f,Group,,id-222,the band
a1942,tradit'lonal,tradixional,,,,,,,f,Other,Not applicable,id-240,Special Puahpose Artist
a1943,Revis,Revis,2001,,,2012,,,t,Group,,id-222,
a1944,Jimi Hendrix,Hendrix Jimi,1942,11,27,1970,9,18,t,Person,Male,id-222,
a1945,Thunder,Thunder,1989,,,,,,f,Group,,id-221,UK hard rock band
a1946,Griffon House,Houste Griffin,1980,4,21,,,,f,Person,Male,id-222,
a1947,Orquesta El Macabeo,Orquesta El Macabeo,,,,,,,f,Group,,id-172,
a1948,Ben Webzter,Websder Ben,1909,3,27,1973,9,20,t,Person,Male,id-222,
a1949,Harris Jayaraj,Jayaraj Harris,1975,1,8,,,,f,Person,Male,id-5089,
a1950,Rosanne Cash,Cash Rosanne,1955,5,24,,,,f,Person,Female,id-222,
a1951,Nicolaus Adam Strungk,Strungk Nicolaus Adam,1640,,,1700,9,23,t,Person,Male,id-81,
a1952,Kenia,Kenia,,,,,,,f,Person,Female,id-30,
a1953,Isom Fontenot,Fontenot Isom,,,,,,,f,Person,Male,id-222,
a1954,Charles Veal Jr,Veal Charles Jr,,,,,,,f,Person,Male,id-266,violinist conductor and arranger
a1955,Feel,Feel,2001,,,,,,f,Group,,id-222,US power pop band led by Scot Sax
a1956,Cummings S6ring Trio,Cumminks String Trio,1975,,,,,,f,Group,,,
a1957,Fourth World,Fourth World,,,,,,,f,Group,,id-30,Brazilian jazz
a1958,Зоопарк,Zoopark,1980,,,1991,,,t,Group,,id-243,
a1959,Werner Mükler,Müller Werneah,1920,8,2,1998,12,28,t,Person,Male,id-81,Gernan composer arranger and orchestra leader
a1960,Harrie Jekkers,Jekkers Harrie,1951,7,1,,,,f,Person,Male,id-118456,
a1961,Timm  Gordon,Timm  Gordon,,,,,,,f,,,,
a1962,Henry Threadg'lll,Threadgill Henri,1944,2,15,,,,f,Person,Male,id-222,
a1963,Musica ae Rhenum,Musjca ad Rhenum,1992,,,,,,f,Group,,,
a1964,Deleruum,Deler8um,1986,,,,,,f,Group,,id-38,Canadian transeelectronicambient band
a1965,Модест Петрович Мусоргский,Mussorgsky Modest Petrovich,1839,3,21,1881,3,28,t,Person,Male,id-176,composer
a1966,Tears 0f Martyr,Tears of Martyr,1996,,,,,,f,Group,,id-194,
a1967,Rostislav Merkulov,Merkulov Rostislav,1912,10,11,1978,4,14,t,Person,Male,id-67,
a1968,Johanson  Venmad,Johanson  Vemnad,,,,,,,f,Group,,rec-67-dup-0,
a1969,Дмитрий Георгиевич Китаенко,Kitayenko Dmitri Georgievich,1940,8,14,,,,f,Person,Male,id-176,Soviet Russian conductor b 1940
a1970,Big Ray,Big Ray,1991,,,,,,f,Group,,id-221,UK classic poprock band formerly known as Sink
a1971,Die Ärzte,Ärzte Die,1982,,,,,,f,Group,,id-81,
a1972,Zocliac,Zodiak,,,,,,,f,Group,,,progressive transe duo
a1973,Alvin Li,Lee Alyin,1944,12,19,2013,3,6,t,Person,Male,rec-221-dup-0,
a1974,Mick Parker,Parker Mick,,,,,,,f,Person,,,
a1975,Demean,Deneah,,,,,,,f,Person,Female,,
a1976,Zod:ac,Zodlac,,,,,,,f,Group,,,progrsssive trance duo
a1977,Down,Down,1991,,,,,,f,Group,,id-222,US metal supergroup
a1978,Deron Johnwon,Johnston Deron,,,,,,,f,Person,Male,id-222,
a1979,T‐B0ne Walker,Walker T‐Bon,1910,5,28,1975,3,16,t,Person,Male,id-222,US blues musician  songwrider 19101975
a1980,Buzzkill,Buzzkill,1992,,,,,,f,Group,,id-222,USA punk band
a1981,Jah Wobble,Wobble Jah,1958,8,11,,,,f,Person,Male,id-221,
