id,title,venue,year
976,"dbis-toolkit : adaptable middleware for large scale data delivery m altinel , d aksoy , t baby , m franklin , w shapiro , s zdonik",sigmod conference,1999.0
977,daytona and the fourth-generation language cymbal r greer,sigmod conference,1999.0
978,"metadata for integrating speech documents in a text retrieval system u glavitsch , p schфuble , m wechsler",sigmod record,1994.0
979,metadata for mixed-media access sigmod record,,1994.0
980,"data integration and warehousing in telecom italia s trisolini , m lenzerini , d nardi sigmod conference 1999",,
981,sequoia 2000 metadata schema for satellite images sigmod record,,1994.0
982,"datablitz storage manager : main memory database performance for critical applications j baulier , p bohannon , s gogate , c gupta , s haldar , s joshi , a khivesera , h korth , p mcilroy , j miller , p narayan , m nemeth , r rastogi , s seshadri , a silberschatz , s sudarshan , m wilder , c wei 1999",sigmod conference,
983,using metadata for the intelligent browsing of structured media objects sigmod record 1994,,
984,emc information sharing : direct access to mvs data from unix and nt w kohler 1999,sigmod conference,
985,trade press news - announcement and preface,,1994.0
986,"clustering methods for large databases : from the past to the future a hinneburg , d keim sigmod conference 1999",,
987,bringing object-relational technology to mainstream 1999,sigmod conference,
988,unix rdbms : the next generation b rosneblatt sigmod record 1994,,
989,loading databases using dataflow parallelism 1994,sigmod record,
990,data management issues in electronic commerce ( panel ),sigmod conference,1999.0
991,a database perspective on lotus domino/notes c mohan sigmod conference 1999,,
992,"recent design trade-offs in sql3 n mattos , l demichiel sigmod record 1994",,
993,"query optimization in the presence of limited access patterns d florescu , a levy , i manolescu , d suciu sigmod conference",,1999.0
994,a consensus glossary of temporal database concepts sigmod record,,1994.0
995,"ripple joins for online aggregation p haas , j hellerstein sigmod conference 1999",,
996,"constructing the next 100 database management systems a geppert , k dittrich",sigmod record,1994.0
997,join synopses for approximate query answering sigmod conference,,1999.0
998,a hypertext query language for images l yang 1994,sigmod record,
999,"on random sampling over joins s chaudhuri , r motwani , v narasayya sigmod conference",,1999.0
1000,editor 's notes,sigmod record,1994.0
1001,random sampling techniques for space efficient online computation of order statistics of large datasets,sigmod conference,1999.0
1002,observations on the odmg-93 proposal sigmod record,,1994.0
1003,in memory of bob kooi ( 1951-1993 ),,1994.0
1004,query optimization for selections using bitmaps sigmod conference 1999,,
1005,multi-dimensional selectivity estimation using compressed histogram information 1999,sigmod conference,
1006,databases for gis sigmod record 1994,,
1007,"self-tuning histograms : building histograms without looking at data a aboulnaga , s chaudhuri sigmod conference",,1999.0
1008,"comprehension syntax p buneman , l libkin , d suciu , v tannen , l wong",sigmod record,1994.0
1009,research issues in active database systems : report from the closing panel at ride-ads '94 j widom 1994,sigmod record,
1010,"optimization of constrained frequent set queries with 2-variable constraints l lakshmanan , r ng , j han , a pang sigmod conference",,1999.0
1011,"the impact of database research on industrial products ( panel summary ) d barbarс , j blakeley , d fishman , d lomet , m stonebraker",sigmod record,1994.0
1012,online association rule mining sigmod conference 1999,,
1013,the tsql2 final language definition announcement sigmod record,,1994.0
1014,querying network directories sigmod conference,,1999.0
1015,performance evaluation of a new distributed deadlock detection algorithm sigmod record 1994,,
1016,update propagation protocols for replicated databases sigmod conference 1999,,
1017,"logical logging to extend recovery to new domains d lomet , m tuttle",sigmod conference,1999.0
1018,calls for papers / announcements sigmod record,,1994.0
1019,jumping on the nii bandwagon sigmod record 1994,,
1020,"optics : ordering points to identify the clustering structure m ankerst , m breunig , h kriegel , j sander",sigmod conference,1999.0
1021,trade press news,,1994.0
1022,"snakes and sandwiches : optimal clustering strategies for a data warehouse h jagadish , l lakshmanan , d srivastava sigmod conference",,1999.0
1023,"selectivity estimation in spatial databases s acharya , v poosala , s ramaswamy",sigmod conference,1999.0
1024,medical information systems : characterization and challenges,sigmod record,1994.0
1025,in-memory data management for consumer transactions the times-ten approach t team,sigmod conference,1999.0
1026,"storage and querying of e-commerce data r agrawal , a somani , y xu vldb 2001",,
1027,"improving business process quality through exception understanding , prediction , and prevention d grigori , f casati , u dayal , m shan 2001",vldb,
1028,microsoft site server ( commerce edition ) sigmod conference,,1999.0
1029,e-commerce database issues and experience a rajaraman sigmod conference,,1999.0
1030,"weaving relations for cache performance a ailamaki , d dewitt , m hill , m skounakis 2001",vldb,
1031,versions and workspaces in microsoft repository 1999,sigmod conference,
1032,"similarity search for adaptive ellipsoid queries using spatial transformation y sakurai , m yoshikawa , r kataoka , s uemura 2001",vldb,
1033,self-similarity in the web 2001,vldb,
1034,the need for distributed asynchronous transactions,sigmod conference,1999.0
1035,surfing wavelets on streams : one-pass summaries for approximate aggregate queries,vldb,2001.0
1036,"improving oltp data quality using data warehouse mechanisms m jarke , c quix , g blees , d lehmann , g michalk , s striel sigmod conference",,1999.0
1037,roadrunner : towards automatic data extraction from large web sites,vldb,2001.0
1038,"nodose version 2.0 b adelberg , m denny",sigmod conference,1999.0
1039,"visual web information extraction with lixto r baumgartner , s flesca , g gottlob vldb",,2001.0
1040,phoenix : making applications robust 1999,sigmod conference,
1041,"powerbookmarks : a system for personalizable web information organization , sharing , and management w li , q vu , e chang , d agrawal , k hirata , s mukherjea , y wu , c bufi , k chang , y hara , r ito , y kimura , k shimazu , y saito sigmod conference 1999",,
1042,"netcube : a scalable tool for fast data mining and compression d margaritis , c faloutsos , s thrun vldb",,2001.0
1043,"mining multi-dimensional constrained gradients in data cubes g dong , j han , j lam , j pei , k wang vldb",,2001.0
1044,serf : odmg-based generic re-structuring facility 1999,sigmod conference,
1045,"tam : a system for dynamic transactional activity management t zhou , l liu , c pu 1999",sigmod conference,
1046,indexing and querying xml data for regular path expressions vldb,,2001.0
1047,potter 's wheel : an interactive data cleaning system 2001,vldb,
1048,"the aqua approximate query answering system s acharya , p gibbons , v poosala , s ramaswamy sigmod conference 1999",,
1049,"the ccube constraint object-oriented database system a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999.0
1050,query engines for web-accessible xml data 2001,vldb,
1051,querying xml views of relational data vldb,,2001.0
1052,"the cornell jaguar system : adding mobility to predator p bonnet , k buza , z chen , v cheng , r chung , t hickey , r kennedy , d mahashin , t mayr , i oprencak , p seshadri , h siu 1999",sigmod conference,
