release,name,barcode,status,packaging,language,script,quality
rl_3f517376,Ping Pong Pingukn,,Official,,German,Latin,1
rl_aa0ccbfc,Jars of Clay,5019282557350.0,Official,,English,Latin,1
rl_ae3b1473,A Heart That Knoss You,,Official,,English,Latin,1
rl_1b6de6c8,EP1,,Official,,English,Latin,1
rl_5c0da5c0,Génération Bioman,5099750543924.0,Official,,French,Latin,1
rl_1dbaada4,Hell or High Water,,,,English,Latin,1
rl_83c2199b,Dance H0use,,Official,,English,Latin,1
rl_f946bdad,Dörrterror Glöm Dä,,Official,,Swedish,Latin,1
rl_61546652,Blues Story,,Official,,English,Latin,1
rl_325b6f0e,WOW Hits 2002,724385185021.0,Official,Jewel Case,English,Latin,1
rl_185db876,Complete Live At The Café Bohemia,8436019582800.0,Official,,,,1
rl_6ccc6fef,Small Lighta in the Dark,886976467326.0,Official,,English,Latin,1
rl_991600e4,The Anatomy of Tim9 Räisänen,,Official,,English,Latin,1
rl_4764f093,Toons Tunes Froj the Past,763232400825.0,Official,Jewel Case,English,Latin,1
rl_623553a4,It5 Real,610553140452.0,Official,Gatefold Cover,English,Latin,1
rl_b773c982,Its Rewl,610553140452.0,Official,Gatefold Cover,English,Latin,1
rl_5fac32a4,Ertam,,Official,Digibook,English,Latin,1
rl_adec39a8,Achtung Vorurteile,,Official,,German,Latin,1
rl_afa8254e,Still,,Official,,English,Latin,1
rl_ffb807b4,Ride Free,,Official,,English,Latin,1
rl_966d11ee,Serious Beats Vol 4,4007193545383.0,Official,,English,Latin,1
rl_0acd9d7c,Demo Tape 9293,,Bootleg,,English,Latin,1
rl_c81ea118,Caron  Ecay  Lockwood,3383001862028.0,Official,,French,Latin,1
rl_abc7f7c9,Down to EarthUp in Hill,4020796424602.0,Official,,English,Latin,1
rl_9b864a27,The Famous Carnegie Hall Jazz Concert 1938,4011222054067.0,Official,,English,Latin,1
rl_adc33f0f,Readers Digest Presents  Island Magic Essential Hawaiian Music,889176898143.0,Official,,English,Latin,1
rl_4543370c,Albwrta,,Official,,Multiple languages,Latin,1
rl_e6712354,Ahtimatière,7611745657355.0,Official,,French,Latin,1
rl_f5b9ac8b,13 Jaar Terreur De Megamix,8713290501011.0,Official,Jewel Case,Dutch,Latin,1
rl_a57d86a3,Pleasures of Conformity,197047940694.0,Official,,English,Latin,1
rl_d40caf60,Bloodshot Records Spring Cleaning Sampler,,Promotion,,English,Latin,1
rl_a2102f7f,Rhythmn Jazz,3383001867825.0,Official,,English,Latin,1
rl_9c65361b,WHAT IS THE LOVE  POP,,PseudoRelease,,Japanese,Latin,1
rl_680014bd,Some Lessons Learned,886978071828.0,Official,CardboardPaper Sleeve,English,Latin,1
rl_814550b5,Eenmansoptocht,,Official,,English,Latin,1
rl_ae1b7ef5,Fcking Hardcore 5,,Official,,,Latin,1
rl_e5bd3e99,Live From Faraway Stables,724359582207.0,Official,Other,English,Latin,2
rl_3251e3af,Au Théâtre des ChampsÉlysées,794881501823.0,Official,Digipak,French,Latin,1
rl_308b9694,34th  8th,,Official,,English,Latin,1
rl_a3154aff,The Best of Reparata  The Delrons,,Official,,English,Latin,1
rl_60a1c9e8,Possessed by Fire  Rising From tbe Sea,,Official,Jewel Case,English,Latin,1
rl_81b627a4,Six Wheels on My Wagon,724383917921.0,Official,,English,Latin,1
rl_71b94ae5,Partie Traurnatic,,Official,,English,Latin,1
rl_9977523c,The Network,,Promotion,,English,Latin,1
rl_36dd3e0c,Scratcb,,Official,,English,Latin,1
rl_5fdbd143,The Original Sound of Miss Music Music Music,,Official,,English,Latin,1
rl_dceb726b,Basso Valdambrihi Plus Dino Piana,,Official,,,,1
rl_931ec366,Comme Tintin Petit Papa Noël La Chèvre de M Seguin,,Official,,French,Latin,1
rl_85f6be8a,Kansas City 1972,,Official,,English,Latin,1
rl_80fabf39,Thin Air,5024545555424.0,Official,,English,Latin,1
rl_4dba3db9,Volatile Molo6ov,,Official,,English,Latin,1
rl_9fe9db64,Endlessly The Best of Brook Benton,81227532420.0,Official,,English,Latin,1
rl_badc305d,Puppenspieler Le gvignolo,,Official,,English,Latin,1
rl_d36ad3da,Extraordinsry Tale,,Official,CardboardPaper Sleeve,English,Latin,1
rl_f9639a1e,Inkkareita ja länkkäreitä,685738338320.0,Official,,Finnish,Latin,1
rl_394f6487,100 Hardcore Punk,5032556108423.0,Official,,English,Latin,1
rl_4f569310,Caroline,602498775103.0,Official,,Danish,Latin,1
rl_47fce718,Tereza Tarouca,,Official,,,Latin,1
rl_623d5c75,滾石30青春音樂記事簿 CD17 畢業旅行,4710149653703.0,Official,Jewel Case,Chinese,Han Traditional variant,1
rl_bf99a68f,Universo Remixes,,Official,,English,Latin,1
rl_fc238ff7,Think on Your Feet,5033197217222.0,Official,Jewel Case,English,Latin,1
rl_8f74cc92,Voice of Heart,,Official,Slim Jewel Case,Japanese,Japanese,1
rl_e0df0234,Raus mit der Sprache,743214000021.0,Official,,German,Latin,1
rl_2dc7000e,Put to Soeep,,Official,Jewel Case,English,Latin,1
rl_0e922c59,The Genuine Bootleg Series Volume 1,,Bootleg,,English,Latin,1
rl_5ed816ca,Música LatinoAmericana,,Official,,Portuguese,Latin,1
rl_b5d04cbc,Songs for Darla the Fake Girl,,Official,,English,Latin,1
rl_8c3f847c,IndieRock Playlist April 2015,,Bootleg,,English,Latin,1
rl_3821fc72,Tender Bruises and Scars,5013929123229.0,Official,,English,Latin,1
rl_d88183af,TIME Souncltrack,656605869025.0,Official,,English,Latin,1
rl_48bc3674,Oldschool Influenza EP,8790001152229.0,Official,,English,Latin,1
rl_4d8684eb,Po5t,4988005281463.0,Official,,English,Latin,1
rl_aa504785,Everyone Has Changed Place,,Official,,English,Latin,1
rl_74ba8ae9,The Greatest Hits 19842002,,Official,,English,Latin,1
rl_70894c4c,Sad  Drama,,Official,,English,Latin,1
rl_2e99f9d7,The Expkorers Hold,,Official,,English,Latin,1
rl_2a7a441a,Numero 2,,Official,,Finnish,Latin,1
rl_f7bcd837,American Noise,,Official,,English,Latin,1
rl_85e0d5a0,Dirk Pitt 12 Inca Gold,,,,English,Latin,1
rl_9b066315,Layin in Wait,,Official,,English,Latin,1
rl_8f116b28,Dos maestros dos estilos,828765218221.0,Official,,Spanish,Latin,1
rl_e950e794,Bring Em Out EP,,Official,,,,1
rl_ee3be6a6,Codeine Demonz vol 2,,Official,,English,Latin,1
rl_f9023c7b,Live at Puukerho,,,,English,Latin,1
rl_3d5bd2d4,All tbe Brothers Were Valiant,5400211001318.0,Official,Jewel Case,English,Latin,1
rl_b069ee56,Robyn is Here,,Official,,English,Latin,1
rl_93294ff5,My Life Part 2,,Official,,English,Latin,1
rl_90ca7261,Having a Wonderful Time,755757101929.0,Official,Jewel Case,English,Latin,1
rl_7f07d2d9,Salva9ed,,Official,,English,Latin,1
rl_c7a7f44b,Left to Burn,,Official,,English,Latin,1
rl_38845f18,Saturday Noght Sweet,,Official,CardboardPaper Sleeve,English,Latin,1
rl_cae177bb,Noise Factory,,Official,Jewel Case,English,Latin,1
rl_afdf5305,London Repercussions EP,,Official,,English,Latin,1
rl_d56d464e,Soul F0od Thats What I Like,5014797020467.0,Official,,English,Latin,1
rl_da935583,Planet Reggae The Beginning,,Official,,English,Latin,1
rl_a5959cf6,Lovespngs for Underdogs,5014436700828.0,Official,,English,Latin,1
rl_816b7e05,Night Noises Vol 1,,Official,,English,Latin,1
rl_09d69c1e,Twisted Memora1>ilia,,Official,,English,Latin,1
rl_f460e8ec,Eels,,Official,,,,1
rl_77ad1ba6,Penduoum,,Official,CardboardPaper Sleeve,English,Latin,1
rl_a320d09d,News Promos Volume 3,,Official,,English,Latin,1
rl_f6975409,Apollo Atmospheres  Soundtracks,602577477645.0,Official,Book,English,Latin,1
rl_f82b54ef,Before Its Too Late,6007689688738.0,Official,,English,Latin,1
rl_716593c9,Konnelt,8799999010078.0,Official,,English,Latin,1
rl_41abc6fb,Absolutely Live,4006759877050.0,Official,,English,Latin,1
rl_39c21144,The Inspiratipnal Sounds of,718750553126.0,Official,,,Latin,1
rl_fd1c9dea,ElectfoAcoustic Tribute to Tool,,Official,,English,Latin,1
rl_23475608,Skitsrg,,Official,Jewel Case,Swedish,Latin,1
rl_79b57cb7,Sjitarg,,Official,Jewel Case,Swedish,Latin,1
rl_43be0a0d,Face It,,Official,CardboardPaper Sleeve,English,Latin,1
rl_3d8fbf3d,Жывой концерррт,,Official,,Russian,Cyrillic,1
rl_862aec50,Cum at the Liquic Fancy Fair,5412690277382.0,Official,Jewel Case,English,Latin,1
rl_284cf23e,Al drspertar,,Official,,Spanish,Latin,1
rl_b1c5f9fc,IOU,,Official,,English,Latin,1
rl_abbd387e,Verbazing,8713020026999.0,Official,Jewel Case,Dutch,Latin,1
rl_6553081f,Lieder,,Official,,German,Latin,1
rl_24522747,3 Doors Down,602517662988.0,Official,,English,Latin,1
rl_b1fa9eca,Temple of the Scorn,,Official,Other,English,Latin,1
rl_40765295,Brave New World,,Official,,English,Latin,1
rl_d06f9c71,Lebenswelt,,Official,,English,Latin,1
rl_d264686b,Platters of Splatter,781676650521.0,Official,,English,Latin,1
rl_cd62ec96,Telluride Bluegrass Festival Reflections Volume 1,784078100526.0,Official,Digipak,English,Latin,1
rl_245189b3,High Brow Low Art Music,,Official,,English,Latin,1
rl_83c42f22,Schenk mir Bluiiien jeden Tag,9002723999037.0,Official,Jewel Case,German,Latin,1
rl_e0b611b5,American Noise,,Official,,English,Latin,1
rl_d12fa33c,Bluy,,Official,Jewel Case,English,Latin,1
rl_ec55af6f,Blvt,,Official,Jewel Case,English,Latin,1
rl_612c3d99,Songs For Alan Turing,,Official,,English,Latin,1
rl_83cdcd21,你要去哪裡,4710149633903.0,Official,,Chinese,Han Traditional variant,1
rl_7162f57a,Top Hits USA T124,,Promotion,,English,Latin,1
rl_c1dddca9,Doctor Who Covers,,Bootleg,,English,Latin,1
rl_ff3dcb54,Stigmata of Cbange,,Official,,English,Latin,1
rl_03f75bb7,ブレイブ フロンティア オリジナルサウンドトラック,,Official,,Japanese,Japanese,1
rl_593bb42f,My New Time,,Official,,English,Latin,1
rl_8d5c5086,Capritio Instrumental Music from 17thCentury Italy,93046729424.0,Official,,English,Latin,1
rl_f2bd9dbd,Highs of the Sixties,75992760720.0,Official,Jewel Case,English,Latin,1
rl_1d4874c7,A Heart That Kn0ws You,,Official,,English,Latin,1
rl_b5a8bc29,Street Sounds E|ectro 5,,Bootleg,,English,Latin,1
rl_80b564d5,Major Swellings,,Official,,Danish,Latin,1
rl_c60d177f,Club V Volume 2,9398603214926.0,Official,,English,Latin,1
rl_310cc734,Survival Music 4,,Official,,English,Latin,1
rl_8c01cac7,Flamenco España,,Official,,Spanish,Latin,1
rl_274654d4,ElectroReAnimation3,,Official,,English,Latin,1
rl_7467e171,Clasaics,,,,English,Latin,1
rl_23722f9e,Nekrolog 43,4047179043021.0,Official,,English,Latin,1
rl_2af4b54c,Portrait of Elclwig,,Official,,English,Latin,1
rl_f6c41074,Time,,,,English,Latin,1
rl_c7e71b6a,Stones Throw Records 2005 Sampler Gold,,Promotion,,English,Latin,1
rl_52585a56,Storybook Encling,,Official,,English,Latin,1
rl_34255f70,St0rybook Ending,,Official,,English,Latin,1
rl_e4cb1887,Experimemts,4260170636478.0,Official,,English,Latin,1
rl_e9b640e0,mySounds Ready to Load  Play Party,8711539046248.0,Official,Slim Jewel Case,English,Latin,1
rl_473bb842,Clubs Ga Suvs,,Official,,,Latin,1
rl_b81163e1,19860921 L0ndon UK,,Bootleg,,English,Latin,1
rl_0485aac4,19860921 Lobdon UK,,Bootleg,,English,Latin,1
rl_283924c8,Live  Loud Sampler,,Promotion,,English,Latin,1
rl_ac58def1,Black Cloud5 Determinate,,Official,Jewel Case,English,Latin,1
rl_1ac7b546,id,,Official,,English,Latin,1
rl_433798d5,The Essential Modern Souo Selection,,Official,,English,Latin,1
rl_96792289,PlugIn,,Official,,English,Latin,1
rl_eee07018,Tonefilm,,Official,,Swedish,Latin,1
rl_10f0b418,Flags,,Official,,English,Latin,1
rl_86b83b41,Wielka Darna,190295955564.0,Official,,Polish,Latin,1
rl_df446ed8,Muzak EP,,Official,,English,Latin,1
rl_7d7da515,Flamenco chill 2,,Official,,Spanish,Latin,1
rl_874e7368,Hyperactive Volume 2,,Official,,English,Latin,1
rl_53696d5b,Book of Mugations,,Official,,English,Latin,1
rl_368d26e1,2nd Vactor,,Official,,English,Latin,1
rl_52531f08,19981008 Minneapolis MN USA,,Bootleg,,English,Latin,1
rl_ffcd5c73,Demonstration,,Official,,English,Latin,1
rl_615dba5c,The All European Hero,7393312007113.0,Official,,English,Latin,1
rl_ac2ef5bc,Piano Bouquet Songs for My Father,821144102128.0,Official,,English,Latin,1
rl_b05d223b,Fantastic,,Official,,English,Latin,1
rl_bd28f6fb,Chris Barbers Jazzband Hit5 From the Golden Era of Traditional Jazz,4011222328564.0,Official,CardboardPaper Sleeve,English,Latin,1
rl_38558d29,Screams From the G8tter,,Official,,,,1
rl_cf5a4286,Screams From tye Gutter,,Official,,,,1
rl_ffcad270,Todo un gran éxito,,Official,,Spanish,Latin,1
rl_64182885,Soiiie Guys Have All the Luck,,Official,CardboardPaper Sleeve,English,Latin,1
rl_2a99573d,Too Fast for Love,4050538781557.0,Official,,English,Latin,1
rl_46ddfd66,Recycled Broadcasts EP,,Official,,English,Latin,1
rl_155abe32,In Jeraspunta  Die Rückkehr der Tollwütigen Bestie,,Official,,English,Latin,1
rl_e1446123,Interpretations The British Rock Songbook,45778702923.0,Official,Jewel Case,English,Latin,1
rl_9113b3f9,僕等がいたサウンドトラック 軌跡,4535506200839.0,Official,,Japanese,Japanese,1
rl_afc6b566,Mattonyokota,,Promotion,CardboardPaper Sleeve,English,Latin,1
rl_bb6e12cd,ElectroAcoustic Tribvte to Tool,,Official,,English,Latin,1
rl_dab31fc0,Cafe Soito,,Official,,English,Latin,1
rl_38e934e4,The Mad Chinaman,,Official,,English,Latin,1
rl_1dca9a32,Body  Piano  Machine,7320470101469.0,Official,,English,Latin,1
rl_2bfb98de,Best of Teoman,8695836001929.0,Official,,Turkish,Latin,1
rl_cb3cddcf,East2West Crossing Continents,8694999200002.0,Official,Digipak,Turkish,Latin,1
rl_14ff750b,OneSynthChallenge 49 Twin 2,,Official,,English,Latin,1
rl_50fe0631,MatthäusPassion,,Official,,German,Latin,1
rl_f3c22b92,II Saw Live Dopapod Evil Was II,,Official,,English,,1
rl_d1cfb3b4,The Beautiful People,606949551421.0,Official,CardboardPaper Sleeve,English,Latin,1
rl_87030bff,Toons Tunes From the Past,763232400825.0,Official,Jewel Case,English,Latin,1
rl_5819e43a,Fake Memories,,,,French,Latin,1
rl_ca0b1efd,Tigers of the Year,,Official,,English,Latin,1
rl_2606b659,Rhythm  Blues Goes Rock n Roll Volume 1,4011222202406.0,Official,,English,Latin,1
rl_c47975dd,Visionary Milieux,,Official,,English,Latin,1
rl_873cace3,Jingles Volume 10,,Official,,English,Latin,1
rl_983cb5e3,A Robert Sbaw Christmas Angels on High,89408046124.0,Official,Jewel Case,English,Latin,1
rl_34f1b40a,A Robert Shaw Christmas Angels on High,89408046124.0,Official,Jewel Case,English,Latin,1
rl_65106b79,Resurrection,,,,English,Latin,1
rl_99fb3f68,Bored Teenagers Volume 3,5032733000991.0,Official,,English,Latin,1
rl_10896cbc,Explosive Car Tuning 4,5099751753629.0,Official,,English,Latin,1
rl_965dfaaf,Kramgoa låtar 1997,,Official,,Swedish,Latin,1
rl_7c920550,Things Just Aint the Same,,Official,,English,Latin,1
rl_b540bf67,Apollo Atmispheres  Soundtracks,602577477645.0,Official,Book,English,Latin,1
rl_c1c7d447,Soul  Eurotrash,,Official,,English,Latin,1
rl_81cc05a0,Daytrotter Session,,Promotion,,English,Latin,1
rl_027c531f,The Complete Music for Solo Piano Volume 38 Les Préludes  Concert Études  Episodes from Lenaus Faust,34571170152.0,Official,,Multiple languages,Latin,1
rl_35aa3911,Cafe Soito,,Official,,English,Latin,1
rl_9c986ae5,Как лахматка,,Official,,Russian,Cyrillic,1
rl_acdc3d42,The Great Collection of Classical Music,,Official,,Multiple languages,,0
rl_5723ced3,Vietmam War Full Metal Jacket  Platoon,,Official,,English,Latin,1
rl_d81863c3,Mischievous Sigyn 1923,,Official,,,Latin,1
rl_6d4c2f7b,La Route du Rock La Compjlation 2001,,Promotion,,English,Latin,1
rl_8d781ec2,Le roi bâtard,3663729133229.0,Official,,English,Latin,1
rl_934b1559,Mission Congrol,880882161125.0,Official,,English,Latin,1
rl_f9dbaff4,Grunge Rock Big Beat,,Official,,English,Latin,1
rl_19ab3468,Vamos Dar A Volta No Guetho Ao Vivo,731453979321.0,Official,,,Latin,1
rl_c2417de2,Sassy Wisdom,,Official,,English,Latin,1
rl_41400c56,The La5t Days Of Chez Nous,,Official,,English,Latin,1
rl_ec7fe254,Русский Романс Часть I,,Official,,Russian,Cyrillic,1
rl_7d228cf8,Gods Love Is Unstpppable,5021776151432.0,Official,,English,Latin,1
rl_992c5433,Gently Insane,,Official,,English,Latin,1
rl_81561d2d,Philosophy and Religion in the West,,Official,,English,Latin,1
rl_ec293568,Pri5m,,Bootleg,,English,Latin,1
rl_4ae9da07,9OBOYSHAWN 10,196100795110.0,Official,,English,Latin,1
rl_abd32654,Eros versus Thajatos  UG,,Official,CardboardPaper Sleeve,Spanish,Latin,1
rl_01108bb0,Dixieland Party,,Official,,,Latin,1
rl_7b02a585,Das Beste Die original Hits 19621978 Folge 2,685738064526.0,Official,,German,Latin,1
rl_a595f26a,Complete Sonatas for Piano  Violin,794881923922.0,Official,,English,Latin,1
rl_aec829b6,Plunge Into Oblivion,,Official,,,Latin,1
rl_48ef600b,Helsinki Sessions,724354005220.0,Official,,English,Latin,1
rl_539ef639,Listen to the Radio,9324690010707.0,Official,,English,Latin,1
rl_279d236d,DRMIS SOUNDSYSTEM,195756105014.0,Official,,English,Latin,1
rl_2193f0f1,Swap,,Promotion,,English,Latin,1
rl_90f7576f,The Black and Red Notebook,5050159820429.0,Official,,English,Latin,1
rl_2471503e,Live 1980–86,82839670623.0,Official,Jewel Case,English,Latin,1
rl_5d785eeb,Kahden hengen d'lsko,6438187122279.0,Official,,Finnish,Latin,1
rl_0e0e467c,Serve4 Artists Against Hunger  Poverty,,Official,,English,Latin,1
rl_e52ff2e8,My Little Vocaloid,,Official,,English,Latin,1
rl_921477ce,On the Edge,9325583022326.0,Official,Jewel Case,English,Latin,1
rl_f5946732,King Puck,5018766100327.0,Official,Jewel Case,English,Latin,1
rl_4f7674b7,More Than Music,9328058002502.0,Official,Jewel Case,English,Latin,1
rl_36f156b4,De Stijl,638812713216.0,Official,,English,Latin,1
rl_c0ebd081,38 Chefsdoeuvres,,,,,Latin,1
rl_0e7b89e0,Tenebrae Vision,5413356911824.0,Official,,English,Latin,1
rl_cd9045d3,La Raison de lautre,3252417772354.0,Official,CardboardPaper Sleeve,French,Latin,1
rl_4003b8d1,Porous Orchestra,,Official,,English,Latin,1
rl_868b77fa,LOESS  LÖSS,,Official,,English,Latin,1
rl_17e07969,Beautiful House,779903800108.0,Official,,English,Latin,1
rl_5b4f7f4c,Erb  Baker  Zerang,,Official,CardboardPaper Sleeve,,Latin,1
rl_84202153,Radif  intégrale de la musique savante persane vooume IV,,Official,,Persian,Latin,1
rl_a7241171,Chansons indociles,776693121628.0,Official,,French,Latin,1
rl_93687f2e,Mach Wsrning Bell,,Official,,English,Latin,1
rl_2ba2ed0f,Mach Waening Bell,,Official,,English,Latin,1
rl_4cdd3f42,Aftypicliose For Jazzfinger,,Official,,English,Latin,1
rl_f5c4e42d,Fairytales of Darkness,,Official,,English,Latin,1
rl_6e0454db,Ciencia Ficción en Atalaya,,Official,,Spanish,Latin,1
rl_27f68970,Comedy Classics,,Official,,English,Latin,1
rl_8b6e73e5,The Original Elfis Presley Collection,,Official,,English,Latin,1
rl_5390b52b,Narin Yarim,,Official,,,Latin,1
rl_8757f606,Garage House Grooves,,Official,,English,Latin,1
rl_dc152058,שירים שנשארים חלק ד,7296134425229.0,Official,,Hebrew,Hebrew,1
rl_901b8b99,The Worlds Most Beautiful Melodies,,,,,Latin,1
rl_81c68774,In the Wake of P4stilence,,Official,,English,Latin,1
rl_c2f2ad00,Uptowri,,Official,,English,Latin,1
rl_487c399a,Betrayal of Hearts,,Official,,English,Latin,1
rl_cb5559f4,Thankyou Very Much,655035177915.0,Official,,English,Latin,1
rl_e773cc90,The Blues Sessions 1990–1994,788065202941.0,Official,,English,Latin,1
rl_bcf77f3f,Up on Prlzac Mountain,884501869805.0,Official,Digipak,English,Latin,1
rl_9a4ae238,Raise The Pressure,724384173524.0,,,,,1
rl_13a163df,Poulenc  Piano Music Volume 3,,,,,Latin,1
rl_5abefb62,Living Room,859706503625.0,Official,Digipak,,Latin,1
rl_7af5207d,Caroline,602498775103.0,Official,,Danish,Latin,1
rl_816803dc,Old Loyes Die Hard,,Official,,English,Latin,1
rl_d7c0607d,Eternal Pyre,54391568526.0,Official,Jewel Case,English,Latin,1
rl_7aa82fd3,Le Grand Bleu,,Official,,,Latin,1
rl_c5f32476,The Complete Organ Music of J0hann Sebastian Bach,34571141213.0,Official,,English,Latin,1
rl_f4e0c3a2,One Life for the Family,,Official,,English,Latin,1
rl_129190ba,Home 20032906,844667004540.0,Official,,English,Latin,1
rl_8f439ae4,Home 20p32006,844667004540.0,Official,,English,Latin,1
rl_e90ce9e4,5 Alive,8013780010802.0,Bootleg,Jewel Case,English,Latin,1
rl_f08379b7,Ministry of Sound Hard NRG The Album Volume 3,,Official,,English,Latin,1
rl_cadd79d5,Artifacts III,,Bootleg,,English,Latin,1
rl_ef03e8de,ERA,,Official,,,Latin,1
rl_26106127,The Ver5atile Martin Denny,,Official,,English,Latin,1
rl_170b97ef,Live on St Patricks Day,,Official,,English,Latin,1
rl_7be23a2a,Just Foy,,Official,,English,Latin,1
rl_a41a2f5e,We Are What We Are,5025703161624.0,Official,Jewel Case,English,Latin,1
rl_bd0a6df1,Second Hand Heart,93624928324.0,Official,Gatefold Cover,English,Latin,1
rl_e3877e54,Complete Symphonies  Legends  Slavonic Dances,825646132010.0,Official,,English,Latin,1
rl_3d586427,Human Clpuds,,Official,,English,Latin,1
rl_b0ad792f,2o Best Of Ireland,5019396107922.0,Official,Jewel Case,English,Latin,1
rl_218322cd,Logan Complete Score,,,,,,1
